Name,Time,Cumulative PnL
AS,2019-Jan-30 20:35:54.588783,861746.6852
AS,2019-Jan-30 20:36:56.231890,787476.4648
AS,2019-Jan-30 20:37:58.686774,799820.6444
AS,2019-Jan-30 20:38:59.813217,830819.3988
AS,2019-Jan-30 20:40:02.001236,768559.42
AS,2019-Jan-30 20:41:03.101987,737262.9996
AS,2019-Jan-30 20:42:03.510313,662144.0952
AS,2019-Jan-30 20:43:04.457893,737462.3732
AS,2019-Jan-30 20:44:07.747846,768861.1368
AS,2019-Jan-30 20:45:09.251575,768828.9024
AS,2019-Jan-30 20:46:09.914913,914023.692
AS,2019-Jan-30 20:47:10.688215,926673.6756
AS,2019-Jan-30 20:48:12.417842,920331.15
AS,2019-Jan-30 20:49:14.485615,863185.9072
AS,2019-Jan-30 20:50:16.293744,837617.1132
AS,2019-Jan-30 20:51:18.417396,831173.4852
AS,2019-Jan-30 20:52:19.019756,767148.3196
AS,2019-Jan-30 20:53:19.614411,683766.1452
AS,2019-Jan-30 20:54:20.207920,690185.9164
AS,2019-Jan-30 20:55:20.433882,832247.5016
AS,2019-Jan-30 20:56:20.724818,929330.618
AS,2019-Jan-30 20:57:21.846789,883643.344
AS,2019-Jan-30 20:58:23.062321,818316.9764
AS,2019-Jan-30 20:59:23.618621,890177.0872
AS,2019-Jan-30 21:00:23.834198,956584.7164
AS,2019-Jan-30 21:01:27.020097,956584.7164
AS,2019-Jan-30 21:02:30.942637,956584.7164
AS,2019-Jan-30 21:03:32.984471,956584.7164
AS,2019-Jan-30 21:04:40.468888,956584.7164
AS,2019-Jan-30 21:05:40.837362,956584.7164
AS,2019-Jan-30 21:06:48.458035,956584.7164
AS,2019-Jan-30 21:07:58.005986,956584.7164
AS,2019-Jan-30 21:09:04.002482,956584.7164
AS,2019-Jan-30 21:10:17.388357,956584.7164
AS,2019-Jan-30 21:11:18.693027,956584.7164
AS,2019-Jan-30 21:12:29.551961,956584.7164
AS,2019-Jan-30 21:13:35.851830,956584.7164
AS,2019-Jan-30 21:14:47.065876,956584.7164
AS,2019-Jan-30 21:21:14.408288,956584.7164
AS,2019-Jan-30 21:30:01.020153,956584.7164
AS,2019-Jan-30 21:31:15.924782,956584.7164
AS,2019-Jan-30 21:32:17.895730,956584.7164
AS,2019-Jan-30 21:34:04.000305,956584.7164
AS,2019-Jan-30 21:35:05.659525,956584.7164
AS,2019-Jan-30 21:36:20.936137,956584.7164
AS,2019-Jan-30 21:37:32.663316,956584.7164
AS,2019-Jan-30 21:38:59.405125,956584.7164
AS,2019-Jan-30 21:41:02.580989,956584.7164
AS,2019-Jan-30 21:42:05.089324,956584.7164
AS,2019-Jan-30 21:43:40.414927,956584.7164
AS,2019-Jan-30 21:44:47.839205,956584.7164
AS,2019-Jan-30 21:45:48.722093,956584.7164
AS,2019-Jan-30 21:47:03.001814,956584.7164
AS,2019-Jan-30 21:48:11.499201,956584.7164
AS,2019-Jan-30 21:49:15.495055,956584.7164
AS,2019-Jan-30 22:00:00.016103,956584.7164
AS,2019-Jan-31 05:00:00,956584.7164
