Name,Time,Cumulative PnL
Sigmoid,2019-Jan-30 19:38:40.871631,-32253.882300
Sigmoid,2019-Jan-30 19:39:41.630829,-30771.042821
Sigmoid,2019-Jan-30 19:40:42.454138,-30119.661064
Sigmoid,2019-Jan-30 19:41:44.227459,-29908.430468
Sigmoid,2019-Jan-30 19:42:46.288367,-30262.721314
Sigmoid,2019-Jan-30 19:43:46.913761,-30076.495293
Sigmoid,2019-Jan-30 19:44:47.983518,-31574.466203
Sigmoid,2019-Jan-30 19:45:50.249355,-31077.729942
Sigmoid,2019-Jan-30 19:46:52.597815,-34905.528419
Sigmoid,2019-Jan-30 19:47:54.091557,-36411.810825
Sigmoid,2019-Jan-30 19:48:54.515796,-37448.792947
Sigmoid,2019-Jan-30 19:49:57.822585,-37638.078908
Sigmoid,2019-Jan-30 19:50:58.693774,-35333.352920
Sigmoid,2019-Jan-30 19:51:59.546888,-34132.557411
Sigmoid,2019-Jan-30 19:53:00.441499,-43677.806612
Sigmoid,2019-Jan-30 19:54:00.986172,-46735.504268
Sigmoid,2019-Jan-30 19:55:01.505198,-45918.771289
Sigmoid,2019-Jan-30 19:56:02.525739,-45730.697176
Sigmoid,2019-Jan-30 19:57:03.977801,-47828.054323
Sigmoid,2019-Jan-30 19:58:04.850766,-48219.383816
Sigmoid,2019-Jan-30 19:59:06.746904,-50772.838225
Sigmoid,2019-Jan-30 20:00:08.480715,-49283.105392
Sigmoid,2019-Jan-30 20:01:09.594736,-49297.075454
Sigmoid,2019-Jan-30 20:02:11.079707,-46639.609461
Sigmoid,2019-Jan-30 20:03:12.587930,-45276.276279
Sigmoid,2019-Jan-30 20:04:13.111887,-42848.339225
Sigmoid,2019-Jan-30 20:05:13.422368,-40234.871407
Sigmoid,2019-Jan-30 20:06:14.472395,-38117.066133
Sigmoid,2019-Jan-30 20:07:15.091493,-37825.330448
Sigmoid,2019-Jan-30 20:08:15.927770,-39122.562257
Sigmoid,2019-Jan-30 20:09:18.713644,-36964.691860
Sigmoid,2019-Jan-30 20:10:20.046433,-35021.689340
Sigmoid,2019-Jan-30 20:11:21.605185,-32233.792187
Sigmoid,2019-Jan-30 20:12:22.148169,-33773.695851
Sigmoid,2019-Jan-30 20:13:22.550983,-34864.252725
Sigmoid,2019-Jan-30 20:14:24.902340,-35189.061790
Sigmoid,2019-Jan-30 20:15:26.289114,-36021.823523
Sigmoid,2019-Jan-30 20:16:29.088473,-35887.633911
Sigmoid,2019-Jan-30 20:17:30.611504,-35207.988204
Sigmoid,2019-Jan-30 20:18:31.747558,-35149.670684
Sigmoid,2019-Jan-30 20:19:35.010767,-34569.441710
Sigmoid,2019-Jan-30 20:20:35.509796,-37261.768124
Sigmoid,2019-Jan-30 20:21:36.316816,-35941.406181
Sigmoid,2019-Jan-30 20:22:36.996212,-34865.807479
Sigmoid,2019-Jan-30 20:23:37.616232,-32948.155600
Sigmoid,2019-Jan-30 20:24:39.090541,-33319.079602
Sigmoid,2019-Jan-30 20:25:41.638094,-31897.540968
Sigmoid,2019-Jan-30 20:26:44.446799,-33309.840898
Sigmoid,2019-Jan-30 20:27:44.966705,-33076.299035
Sigmoid,2019-Jan-30 20:28:45.831394,-35978.990396
Sigmoid,2019-Jan-30 20:29:47.015560,-34001.083012
Sigmoid,2019-Jan-30 20:30:47.295159,-32894.339327
Sigmoid,2019-Jan-30 20:31:49.842300,-33685.146820
Sigmoid,2019-Jan-30 20:32:50.626800,-32779.985581
Sigmoid,2019-Jan-30 20:33:52.293329,-32245.305567
Sigmoid,2019-Jan-30 20:34:53.832783,-30074.404902
Sigmoid,2019-Jan-30 20:35:54.588783,-33009.168658
Sigmoid,2019-Jan-30 20:36:56.231890,-31818.580471
Sigmoid,2019-Jan-30 20:37:58.686774,-32023.310422
Sigmoid,2019-Jan-30 20:38:59.813217,-32444.521834
Sigmoid,2019-Jan-30 20:40:02.001236,-31435.143519
Sigmoid,2019-Jan-30 20:41:03.101987,-31075.840792
Sigmoid,2019-Jan-30 20:42:03.510313,-30133.656811
Sigmoid,2019-Jan-30 20:43:04.457893,-31182.792062
Sigmoid,2019-Jan-30 20:44:07.747846,-31792.263740
Sigmoid,2019-Jan-30 20:45:09.251575,-31876.260459
Sigmoid,2019-Jan-30 20:46:09.914913,-34430.579369
Sigmoid,2019-Jan-30 20:47:10.688215,-34169.667079
Sigmoid,2019-Jan-30 20:48:12.417842,-34294.574372
Sigmoid,2019-Jan-30 20:49:14.485615,-33569.170397
Sigmoid,2019-Jan-30 20:50:16.293744,-32853.613152
Sigmoid,2019-Jan-30 20:51:18.417396,-32968.818590
Sigmoid,2019-Jan-30 20:52:19.019756,-31886.948898
Sigmoid,2019-Jan-30 20:53:19.614411,-30766.848697
Sigmoid,2019-Jan-30 20:54:20.207920,-30763.068163
Sigmoid,2019-Jan-30 20:55:20.433882,-32520.589113
Sigmoid,2019-Jan-30 20:56:20.724818,-34070.962553
Sigmoid,2019-Jan-30 20:57:21.846789,-33371.618280
Sigmoid,2019-Jan-30 20:58:23.062321,-32292.788316
Sigmoid,2019-Jan-30 20:59:23.618621,-33187.914246
Sigmoid,2019-Jan-30 21:00:23.834198,-220296.932112
Sigmoid,2019-Jan-30 21:01:27.020097,-220296.932112
Sigmoid,2019-Jan-30 21:02:30.942637,-220296.932112
Sigmoid,2019-Jan-30 21:03:32.984471,-220296.932112
Sigmoid,2019-Jan-30 21:04:40.468888,-220296.932112
Sigmoid,2019-Jan-30 21:05:40.837362,-220296.932112
Sigmoid,2019-Jan-30 21:06:48.458035,-220296.932112
Sigmoid,2019-Jan-30 21:07:58.005986,-220296.932112
Sigmoid,2019-Jan-30 21:09:04.002482,-220296.932112
Sigmoid,2019-Jan-30 21:10:17.388357,-220296.932112
Sigmoid,2019-Jan-30 21:11:18.693027,-220296.932112
Sigmoid,2019-Jan-30 21:12:29.551961,-220296.932112
Sigmoid,2019-Jan-30 21:13:35.851830,-220296.932112
Sigmoid,2019-Jan-30 21:14:47.065876,-220296.932112
Sigmoid,2019-Jan-30 21:21:14.408288,-220296.932112
Sigmoid,2019-Jan-30 21:30:01.020153,-220296.932112
Sigmoid,2019-Jan-30 21:31:15.924782,-220296.932112
Sigmoid,2019-Jan-30 21:32:17.895730,-220296.932112
Sigmoid,2019-Jan-30 21:34:04.000305,-220296.932112
Sigmoid,2019-Jan-30 21:35:05.659525,-220296.932112
Sigmoid,2019-Jan-30 21:36:20.936137,-220296.932112
Sigmoid,2019-Jan-30 21:37:32.663316,-220296.932112
Sigmoid,2019-Jan-30 21:38:59.405125,-220296.932112
Sigmoid,2019-Jan-30 21:41:02.580989,-220296.932112
Sigmoid,2019-Jan-30 21:42:05.089324,-220296.932112
Sigmoid,2019-Jan-30 21:43:40.414927,-220296.932112
Sigmoid,2019-Jan-30 21:44:47.839205,-220296.932112
Sigmoid,2019-Jan-30 21:45:48.722093,-220296.932112
Sigmoid,2019-Jan-30 21:47:03.001814,-220296.932112
Sigmoid,2019-Jan-30 21:48:11.499201,-220296.932112
Sigmoid,2019-Jan-30 21:49:15.495055,-220296.932112
Sigmoid,2019-Jan-30 22:00:00.016103,-220296.932112
Sigmoid,2019-Jan-31 05:00:00,-220296.932112
